CaseRef,CaseId,CaseSystemId,NamedIndividual,AccusedRef,CaseStart_date,CaseStart_date_as_date,Case_date,Case_date_as_date,Age_at_case,CaseCommonName,Commission,Complaint,Correspondence,Chronicle,Other,Suspects_text,UNorthodoxRelPract_p,UNorthodoxRelPract_s,Consulting_p,Consulting_s,Demonic_p,Demonic_s,Demonic_possess_p,Demonic_possess_s,Fairies_p,Fairies_s,Folk_healing_p,Folk_healing_s,Maleficium_p,Maleficium_s,Midwifery_p,Midwifery_s,ImplicatedByAnother_p,ImplicatedByAnother_s,Neighbhd_dispute_p,Neighbhd_dispute_s,PoliticalMotive_p,PoliticalMotive_s,PropertyMotive_p,PropertyMotive_s,RefusedCharity_p,RefusedCharity_s,Treason_p,Treason_s,Other_p,Other_s,OtherText,NotEnoughInfo_p,NotEnoughInfo_s,WhiteMagic_p,WhiteMagic_s,Charnotes,DemonicPact,DevilNotes,WitchesMeeting,MeetingName,DevilPresent,Maleficium,CommunalSex,DevilWorship,FoodAndDrink,Dancing,Singing,SingingText,OtherPractices,MeetingNotes,Elphane/Fairyland,Food/Drink,SpecificVerbalFormulae,SpecificRitualActs,Familiars,Shape-Changing,Dreams/Visions,UnorthodoxReligiousPractice,SympatheticMagic,Ridingdead,FolkNotes,HumanIllness,HumanDeath,AnimalIllness,AnimalDeath,FemaleInfertility,MaleImpotence,AggravatingDisease,TransferringDisease,LayingOn,Removalbewitchment,Quarreling,Cursing,Poisoning,RecHealer,HealingHumans,HealingAnimals,Midwifery,DiseaseNotes,PropertyDamage,WeatherModification,OtherMaleficiaNotes,OtherChargesNotes,ClaimedBewitched,ClaimedPossessed,AdmitLesserCharge,ClaimedNaturalCauses,Nodefence,DefenseNotes,CaseNotes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"C/EGD/480",480,"EGD",-1,"A/EGD/469","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Gulvitas,wife of Richard",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659, but no details from the accused.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:40:00"
"C/EGD/481",481,"EGD",-1,"A/EGD/470","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Conglitoun,Barbara",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. No details from Congilton.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:41:08"
"C/EGD/482",482,"EGD",-1,"A/EGD/471","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Nymmo,Violet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. No details from Nymmo herself.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:42:52"
"C/EGD/483",483,"EGD",-1,"A/EGD/472","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Thomason,Bessie",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. Nothing from Thomason.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:44:40"
"C/EGD/485",485,"EGD",-1,"A/EGD/474","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Dykis,Walter",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. No details from Dykis.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:45:45"
"C/EGD/486",486,"EGD",-1,"A/EGD/475","3/5/1661","05/03/61 00:00:00","17/4/1662","04/17/62 00:00:00",,"Wilsone,Jonnet",,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch",0,,0,,0,0,0,0,0,0,0,,,"Accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. No details from Wilsone.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:46:40"
"C/EGD/487",487,"EGD",-1,"A/EGD/476","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Martin,William",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. No details from Martin.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:47:44"
"C/EGD/488",488,"EGD",-1,"A/EGD/477","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Dickson,Edward",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. Nothing from Dickson.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:48:42"
"C/EGD/489",489,"EGD",-1,"A/EGD/478","17/4/1662","04/17/62 00:00:00","17/4/1662","04/17/62 00:00:00",,"Birks,Helen",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"Denounced by James Welch.",0,,0,,0,0,0,0,0,0,0,,,"Was accused by James Welch of being at 3 meetings with the Devil - West Kill of Haddington, Lethair Burn and Kirkyard of Haddington on 5/9/1659. No details from Birks.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"Part of the large number of people denounced by James Welch.  He was deemed too young to stand trial so he was imprisoned.  But his confession and some of his denunciations were taken seriously by the authorities.","SMD","05/15/01 17:00:16","jhm","11/07/02 11:49:38"
"C/EGD/49",49,"EGD",-1,"A/EGD/38","25/10/1577","10/25/77 00:00:00","22/7/1590","07/22/90 00:00:00",,"Roy,Agnes",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,1,1,0,0,"She was part of a large group of known witches and assistants to Lady fowlis' supposed plot to destroy members of her family.  This is a a very standard type of early case where witchcraft was used to alter inheretance of land, titles, and property",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,1,0,"Said by Ross to have used wax/clay images to cause harm.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","11/07/02 16:22:37"
"C/EGD/1266",1266,"EGD",-1,"A/EGD/1254","13/4/1632","04/13/32 00:00:00","5/6/1632","06/05/32 00:00:00",,"Love,Janet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 11:26:19"
"C/EGD/1267",1267,"EGD",0,,"23/2/1632","02/23/32 00:00:00","23/2/1632","02/23/32 00:00:00",,"1 unnamed witch","Gardener's wife",,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"The Gardener's wife was mentioned as being accused of witchcraft by John (james?) Balfour of Corhous, a Witch-pricker, who was summond to appear before the Privy Council to explain his procedures.","SMD","05/15/01 17:00:16","jhm","10/03/02 11:28:53"
"C/EGD/1268",1268,"EGD",-1,"A/EGD/1256","17/3/1633","03/17/33 00:00:00","30/5/1633","05/30/33 00:00:00",,"Layland,Marion",,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1,1,0,1,"Not only was she refused alms followed by a curse, but she also refused to give others alms and then cursed people who did give others alms.",0,,1,,1,0,0,0,0,0,0,,,"Her son found her in the house with another witch and the Devil.",0,0,0,1,0,0,0,1,1,0,"Protective magic used to increase people's fishing catch - she washed the unsuccessfull fisherman's cat's feet with the fishing bait water and threw the water out to sea after him.  She removed a bewitchment from someone.  To remove a forspeaking, she took a cup of water, put big salt into it and then spit into it.",1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,"Took away wet nurse's milk in revenge for a quarrel.  Used water to undo forspeaking (ie bewitchment).  Took away cow's milk. Revenge after someone stole Marion's kale.  She struck a man in the back and he lost the power to do his duty towards his wife.",1,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","11/13/02 15:59:07"
"C/EGD/1269",1269,"EGD",-1,"A/EGD/1257","17/3/1633","03/17/33 00:00:00","29/5/1633","05/29/33 00:00:00",,"Grieve,Katherene",,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,,1,,0,0,0,0,0,0,0,,,"the meeting was witnessed by the son of her co-accused.",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","11/13/02 15:59:22"
"C/EGD/127",127,"EGD",-1,"A/EGD/116","15/12/1594","12/15/94 00:00:00","15/12/1594","12/15/94 00:00:00",,"Balfour,Alesoun",,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"witch for hire",0,0,0,0,"She was hired by a Patrick Stewart to poison his brother.  He was acquitted, she was executed in the locality.  Patrick Stewart tried to kill his brother many times, assault, poison, then with the witch.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"She confessed that she was not a witch but was hired to heal the Lady of Stenhous",0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","11/12/02 14:50:08"
"C/EGD/1270",1270,"EGD",-1,"A/EGD/1258","14/12/1633","12/14/33 00:00:00","4/6/1634","06/04/34 00:00:00",,"Sinclair,Isabel",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","10/10/02 14:21:52"
"C/EGD/1271",1271,"EGD",-1,"A/EGD/1259","4/6/1634","06/04/34 00:00:00","4/6/1634","06/04/34 00:00:00",,"Smith,Patrick",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 11:42:31"
"C/EGD/1272",1272,"EGD",-1,"A/EGD/1260","24/3/1629","03/24/29 00:00:00","24/3/1629","03/24/29 00:00:00",,"Williamson,Janet",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,"Accused of being at three meetings by another accused witch.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,"burned a mill; destroyed ships during a herring drove",,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/10/02 15:34:25"
"C/EGD/1274",1274,"EGD",-1,"A/EGD/1262","6/9/1633","09/06/33 00:00:00","4/6/1634","06/04/34 00:00:00",,"Mearns,William",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","10/10/02 14:13:43"
"C/EGD/1275",1275,"EGD",-1,"A/EGD/1263","26/11/1633","11/26/33 00:00:00","26/11/1633","11/26/33 00:00:00",,"Wilson,Elspeth",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,"Accused of being at a witches' meeting at Dead Man's burn by an accused witch.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,"damaged a barn during a witches meeting",,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/10/02 14:02:56"
"C/EGD/1276",1276,"EGD",-1,"A/EGD/1264","27/8/1633","08/27/33 00:00:00","14/1/1634","01/14/34 00:00:00",,"Chalmer,Giles",,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,0,1,"They were probably using some minor magic taught to them by John Philip, but they were not directly accused of witchcraft and their accuser had an ulterior motive.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,"Used an enchantment to make their oat field more productive than their neighbours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"They supposedly hired and consorted with John Philip and Walter Baird.  Philip supposedly instructed them in charming beasts.",0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","12/06/02 14:46:51"
"C/EGD/1277",1277,"EGD",-1,"A/EGD/1265","27/8/1633","08/27/33 00:00:00","14/1/1634","01/14/34 00:00:00",,"Fraser,George",,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,0,1,"They were probably using some minor magic taught to them by John Philip, but they were not directly accued of witchcraft and their accuser had an alterier motive.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,"Used an enchantment to make their oat field more productive than their neighbours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"They supposedly hired and consorted with John Philip and Walter Baird.  Philip supposedly instructed them in charming beasts.",0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 11:56:14"
"C/EGD/1278",1278,"EGD",-1,"A/EGD/1266","17/6/1640","06/17/40 00:00:00","22/7/1643","07/22/43 00:00:00",,"Cragie,Katherine",,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,"interesting case, two dittays survive in the RPC and she had a unique way of diagnosing disease by discovering which spirit was 'lying upon' her victim and then curing it with the usual stones in water.",0,"Mention of hill spirit, water spirits, and kirk spiritis as a possible cause of disease.  I don't know exactly what this means in terms of non-natural beings?",0,,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,1,1,0,"She pronounced an illness was due to Kirk spirits.  She put hot stones on the threshold and then into water and used the water to wash a sick person to get rid of the Kirk spirits.  Did the ritual three times.  She was seen doing things around a loch.  Said she could get someone's husband home from sea through a storm.  She was accused of divining the future of when people would die and whether or not they would recover.  She also caused an illness by placing a bundle of grasses with a woman's spinning.",1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,"Caused a huge boil to disfigure a woman's face after she told people about her healing techniques.",0,0,,,0,0,0,0,0,,"The first dittay and report of trial was from 1640, the second in RPC v8 was from 1643.","SMD","05/15/01 17:00:16","LEM","11/11/02 12:03:45"
"C/EGD/1279",1279,"EGD",-1,"A/EGD/1267","12/10/1643","10/12/43 00:00:00","25/10/1643","10/25/43 00:00:00",,"Hutton,Margaret",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,"MacDonald in The Witches of Fife notes that on 28 May 1643 Hutton was denounced to the KS.  MacDonald's list has an end date of 7/111643, but I was unable to find anything of this date in her case.","SMD","05/15/01 17:00:16","LEM","11/16/02 12:03:51"
"C/EGD/128",128,"EGD",-1,"A/EGD/117","5/10/1596","10/05/96 00:00:00","30/10/1596","10/30/96 00:00:00",,"Jollie,Alesoune",,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"She hired a witch to kill her neighbour in revenge.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 12:05:36"
"C/EGD/1280",1280,"EGD",-1,"A/EGD/1268","10/11/1642","11/10/42 00:00:00","10/11/1642","11/10/42 00:00:00",,"Adamsone,Isobel",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 12:06:43"
"C/EGD/1281",1281,"EGD",-1,"A/EGD/1269","23/4/1642","04/23/42 00:00:00","15/11/1642","11/15/42 00:00:00",,"Barbour,Jean",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 12:07:28"
"C/EGD/1282",1282,"EGD",-1,"A/EGD/1270","9/1/1643","01/09/43 00:00:00","31/1/1643","01/31/43 00:00:00",,"Grant,Agnes",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Murder",1,1,0,0,"she was accused of killing three nobleman.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","11/12/02 16:57:55"
"C/EGD/1283",1283,"EGD",-1,"A/EGD/1271","24/1/1643","01/24/43 00:00:00","13/6/1643","06/13/43 00:00:00",,"Burgess,Katherine",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","LEM","11/13/02 09:36:01"
"C/EGD/1284",1284,"EGD",-1,"A/EGD/1272","14/5/1643","05/14/43 00:00:00","22/7/1643","07/22/43 00:00:00",,"Reid,Jonet",,,,,,,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,,0,"note that she kept company with the Devil, but no description of when, where or what he looked like.",0,,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,1,0,0,"When drying corn with a hot stone she was heard to say 'I am drying this corne to the devill', then the stone broke.  She cured a man who was plagued by the ghost of his dead first wife.  A weird little ritual, she told a man to put a piece of moss on the end of a stick to protect his crops.  A man was troubled by apparitions of his first wife, she told him to go to her grave and charge her to 'ly still'.  Cured the 'boneshaw', maybe boneshot.  She used nine blue stones that she put in water. Cured the hart cake.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"she was definitely a healer, called a charmer in the record.  She cured impotance with a drink.  Cured Boneshaw, hart cake, ghost troubles,",1,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 12:14:29"
"C/EGD/1285",1285,"EGD",-1,"A/EGD/1273",,,"1643","07/15/43 00:00:00",,"Rennie,Husband of Elizabeth",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","12/06/02 12:23:17"
"C/EGD/1286",1286,"EGD",-1,"A/EGD/1274","7/7/1643","07/07/43 00:00:00","7/7/1643","07/07/43 00:00:00",,"Linay,Elspeth",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"mentioned as a healer not as a witch",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/10/02 12:22:08"
"C/EGD/1287",1287,"EGD",-1,"A/EGD/1275","7/7/1643","07/07/43 00:00:00","7/7/1643","07/07/43 00:00:00",,"Ranie,Margaret",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"she was not denounced as a 'witch' but as a healer",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/10/02 12:23:01"
"C/EGD/1288",1288,"EGD",-1,"A/EGD/1276","7/7/1643","07/07/43 00:00:00","7/7/1643","07/07/43 00:00:00",,"Poock,Christane",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"mentioned as a healer, not as a 'witch'",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mentioned as able to heal the worm, and heal with a plate of meal and blood pudding",0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/10/02 12:21:50"
"C/EGD/1289",1289,"EGD",-1,"A/EGD/1277","19/4/1643","04/19/43 00:00:00","30/11/1643","11/30/43 00:00:00",39,"Rob,Thomas",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,"No details of any accusations.",0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,,"SMD","05/15/01 17:00:16","jhm","10/03/02 12:19:58"
